STATION,DATE,STATE,COUNTY,ACMH,ACSH,AWND,DAEV,DAPR,DAWM,EVAP,FMTM,MDEV,MDPR,MDWM,MNPN,MXPN,PGTM,PRCP,PSUN,SN02,SNOW,SNWD,SX02,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDMV,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16
USW00012839,12/16/1994,Florida,Miami Dade,30,40,7.61,,,,,1607,,,,,,1607,0.01,,,0,0,,,82,65,,386,100,,,90,,,16.1,,,16.1,1,,,,,,,,,,,,,1
USW00012839,12/17/1994,Florida,Miami Dade,60,60,4.7,,,,,1250,,,,,,1250,0.03,,,0,0,,,82,68,,253,100,,,90,,,10.1,,,10.3,,,,,,,,,,,,,,1
USW00012839,12/18/1994,Florida,Miami Dade,60,80,5.82,,,,,1050,,,,,,1050,0,,,0,0,,,80,67,,234,10,,,360,,,8.9,,,9.2,,,,,,,,,,,,,,
USW00012839,12/19/1994,Florida,Miami Dade,80,90,11.18,,,,,1150,,,,,,1150,0,,,0,0,,,75,62,,183,350,,,360,,,16.1,,,16.1,,,,,,,,,,,,,,1
USW00012839,12/20/1994,Florida,Miami Dade,70,90,10.74,,,,,2050,,,,,,1138,0,,,0,0,,,78,60,,158,110,,,90,,,17,,,24.2,,,,,,,,,,,,,,1
USW00012839,12/21/1994,Florida,Miami Dade,90,100,14.32,,,,,1638,,,,,,1653,3.15,,,0,0,,,75,65,,0,330,,,360,,,25.9,,,40.3,1,,1,,,,,,,,,,,1
USW00012839,12/22/1994,Florida,Miami Dade,60,60,11.86,,,,,450,,,,,,143,0,,,0,0,,,74,62,,228,310,,,315,,,16.1,,,21.9,,,,,,,,,,,,,,
USW00012839,12/23/1994,Florida,Miami Dade,30,40,16.33,,,,,126,,,,,,126,0.06,,,0,0,,,70,59,,411,270,,,270,,,32,,,46.1,,,,,,,,,,,,,,1
USW00012839,12/24/1994,Florida,Miami Dade,10,20,11.41,,,,,1350,,,,,,329,0,,,0,0,,,69,55,,512,290,,,315,,,17,,,24.2,,,,,,,,,,,,,,
USW00012839,12/25/1994,Florida,Miami Dade,50,70,4.7,,,,,1554,,,,,,1229,0,,,0,0,,,68,52,,202,270,,,315,,,12.1,,,18.3,1,,,,,,,,,,,,,
USW00012839,12/26/1994,Florida,Miami Dade,20,10,8.5,,,,,1650,,,,,,1451,0,,,0,0,,,66,56,,581,300,,,270,,,16.1,,,19.5,1,,,,,,,1,,,,,,
USW00012839,12/27/1994,Florida,Miami Dade,10,10,8.5,,,,,1153,,,,,,911,0,,,0,0,,,71,54,,600,290,,,315,,,14.1,,,16.1,,,,,,,,,,,,,,
USW00012839,12/28/1994,Florida,Miami Dade,40,50,5.82,,,,,1350,,,,,,1421,0,,,0,0,,,79,61,,348,100,,,45,,,10.1,,,15,1,,,,,,,1,,,,,,
USW00012839,12/29/1994,Florida,Miami Dade,60,70,5.59,,,,,1352,,,,,,1253,0.02,,,0,0,,,79,66,,241,360,,,90,,,10.1,,,20.8,,,,,,,,,,,,,,1
USW00012839,12/30/1994,Florida,Miami Dade,30,30,5.59,,,,,1450,,,,,,1257,0,,,0,0,,,80,64,,437,170,,,180,,,10.1,,,16.1,,,,,,,,,,,,,,
USW00012839,12/31/1994,Florida,Miami Dade,30,50,5.82,,,,,1150,,,,,,1144,0,,,0,0,,,80,65,,330,130,,,135,,,16.1,,,19.5,,,,,,,,,,,,,,
USW00012839,1/1/1995,Florida,Miami Dade,40,50,3.8,,,,,1650,,,,,,1513,0,,,0,0,,,82,65,,336,150,,,135,,0,10.1,,,12.8,1,,,,,,,1,,,,,,
USW00012839,1/2/1995,Florida,Miami Dade,30,30,5.14,,,,,1650,,,,,,1655,0,,,0,0,,,84,65,,520,70,,,90,,0,8.9,,,12.8,1,,,,,,,,,,,,,
USW00012839,1/3/1995,Florida,Miami Dade,50,60,6.04,,,,,1450,,,,,,1551,0.01,,,0,0,,,80,67,,343,160,,,180,,0,12.1,,,19.5,,,,,,,,,,,,,,1
USW00012839,1/4/1995,Florida,Miami Dade,80,90,7.83,,,,,1832,,,,,,1842,0.42,,,0,0,,,80,65,,102,20,,,360,,0,16.1,,,19.5,1,,,,,,,1,,,,,,1
USW00012839,1/5/1995,Florida,Miami Dade,90,80,9.62,,,,,1433,,,,,,2111,0.06,,,0,0,,,76,61,,159,30,,,45,,0,14.1,,,19.5,,,,,,,,,,,,,1,1
USW00012839,1/6/1995,Florida,Miami Dade,70,90,13.87,,,,,1354,,,,,,1354,0.02,,,0,0,,,80,71,,102,150,,,135,,0,21,,,28.9,,,,,,,,,,,,,,1
USW00012839,1/7/1995,Florida,Miami Dade,80,90,11.63,,,,,1540,,,,,,1537,0.86,,,0,0,,,83,67,,178,290,,,270,,0,21.9,,,31.1,,,1,,,,,,,,,,,1
USW00012839,1/8/1995,Florida,Miami Dade,20,40,8.95,,,,,950,,,,,,947,0,,,0,0,,,71,57,,465,350,,,360,,0,15,,,17.2,,,,,,,,,,,,,,
USW00012839,1/9/1995,Florida,Miami Dade,20,40,6.49,,,,,1150,,,,,,1348,0,,,0,0,,,71,53,,612,350,,,315,,0,8.9,,,13.9,,,,,,,,,,,,,,
USW00012839,1/10/1995,Florida,Miami Dade,30,30,7.61,,,,,1552,,,,,,1434,0,,,0,0,,,74,54,,466,40,,,45,,0,12.1,,,15,,,,,,,,,,,,,,
USW00012839,1/11/1995,Florida,Miami Dade,40,80,5.37,,,,,1450,,,,,,1355,0,,,0,0,,,76,57,,288,40,,,45,,0,8.9,,,13.9,,,,,,,,,,,,,,
USW00012839,1/12/1995,Florida,Miami Dade,20,20,5.59,,,,,1750,,,,,,1750,0,,,0,0,,,79,60,,531,120,,,135,,0,10.1,,,10.3,,,,,,,,,,,,,,
USW00012839,1/13/1995,Florida,Miami Dade,40,30,12.97,,,,,2150,,,,,,2150,0,,,0,0,,,80,71,,487,140,,,135,,0,25.1,,,25.3,,,,,,,,,,,,,,
USW00012839,1/14/1995,Florida,Miami Dade,100,100,12.08,,,,,1327,,,,,,1327,1.33,,,0,0,,,77,65,,19,250,,,270,,0,23.9,,,24.2,,,1,,,,,,,,,,,1
USW00012839,1/15/1995,Florida,Miami Dade,50,20,10.51,,,,,1355,,,,,,1355,0.03,,,0,0,,,78,64,,547,240,,,225,,0,21,,,20.8,,,1,,,,,,,,,,,1
USW00012839,1/16/1995,Florida,Miami Dade,30,30,8.05,,,,,1150,,,,,,1150,0.07,,,0,0,,,72,60,,473,280,,,270,,0,17,,,17.2,,,,,,,,,,,,,,1
USW00012839,1/17/1995,Florida,Miami Dade,20,20,4.03,,,,,750,,,,,,750,0,,,0,0,,,73,54,,533,360,,,360,,0,8.9,,,9.2,1,,,,,,,,,,,,,
USW00012839,1/18/1995,Florida,Miami Dade,60,90,4.47,,,,,2352,,,,,,2352,0,,,0,0,,,79,59,,111,100,,,90,,0,6.9,,,6.9,1,,,,,,,1,,,,,,
USW00012839,1/19/1995,Florida,Miami Dade,70,80,5.14,,,,,1552,,,,,,1552,0,,,0,0,,,78,65,,211,210,,,225,,0,12.1,,,11.4,,,,,,,,,,,,,,
USW00012839,1/20/1995,Florida,Miami Dade,70,70,10.74,,,,,1353,,,,,,1353,0,,,0,0,,,68,58,,524,320,,,315,,0,17,,,17.2,,,,,,,,,,,,,,1
USW00012839,1/21/1995,Florida,Miami Dade,50,70,6.49,,,,,1255,,,,,,1255,0,,,0,0,,,69,54,,557,330,,,315,,0,12.1,,,11.4,,,,,,,,,,,,,,
USW00012839,1/22/1995,Florida,Miami Dade,50,70,6.04,,,,,450,,,,,,450,0,,,0,0,,,70,55,,559,330,,,315,,0,12.1,,,11.4,,,,,,,,,,,,,,
USW00012839,1/23/1995,Florida,Miami Dade,20,30,8.05,,,,,1552,,,,,,1552,0,,,0,0,,,80,54,,551,230,,,225,,0,17,,,17.2,,,,,,,,,,,,,,
USW00012839,1/24/1995,Florida,Miami Dade,10,10,10.96,,,,,1551,,,,,,1551,0,,,0,0,,,67,51,,590,330,,,315,,0,16.1,,,16.1,,,,,,,,,,,,,,
USW00012839,1/25/1995,Florida,Miami Dade,40,70,6.93,,,,,850,,,,,,850,0,,,0,0,,,66,48,,596,330,,,315,,0,12.1,,,11.4,,,,,,,,,,,,,,
USW00012839,1/26/1995,Florida,Miami Dade,10,0,3.8,,,,,1255,,,,,,1255,0,,,0,0,,,70,51,,612,340,,,360,,0,10.1,,,10.3,,,,,,,,,,,,,,
USW00012839,1/27/1995,Florida,Miami Dade,10,10,3.58,,,,,1254,,,,,,1254,0,,,0,0,,,73,54,,622,150,,,135,,0,8.9,,,9.2,,,,,,,,,,,,,,
USW00012839,1/28/1995,Florida,Miami Dade,20,40,5.37,,,,,1550,,,,,,1535,0,,,0,0,,,78,61,,561,160,,,180,,0,14.1,,,18.3,,,,,,,,,,,,,,
USW00012839,1/29/1995,Florida,Miami Dade,70,90,5.14,,,,,1250,,,,,,1521,0,,,0,0,,,81,66,,490,270,,,225,,0,12.1,,,13.9,,,,,,,,,,,,,,1
USW00012839,1/30/1995,Florida,Miami Dade,100,100,5.82,,,,,1350,,,,,,1552,0.33,,,0,0,,,73,57,,164,320,,,315,,0,15,,,23,1,,,,,,,1,,,,,,1
USW00012839,1/31/1995,Florida,Miami Dade,60,50,6.04,,,,,550,,,,,,1448,0,,,0,0,,,63,53,,412,330,,,315,,0,10.1,,,15,,,,,,,,,,,,,,
USW00012839,2/1/1995,Florida,Miami Dade,30,40,4.47,,,,,50,,,,,,44,0,,,0,0,,,65,52,,580,330,,,315,,0,8.1,,,16.1,,,,,,,,,,,,,,
USW00012839,2/2/1995,Florida,Miami Dade,10,20,3.8,,,,,1255,,,,,,1631,0,,,0,0,,,72,55,,579,290,,,270,,0,8.9,,,16.1,1,,,,,,,,,,,,,
USW00012839,2/3/1995,Florida,Miami Dade,0,10,3.13,,,,,1650,,,,,,1323,0,,,0,0,,,73,56,,619,150,,,135,,0,8.1,,,11.4,,,,,,,,,,,,,,
USW00012839,2/4/1995,Florida,Miami Dade,20,20,13.2,,,,,1022,,,,,,1358,0.09,,,0,0,,,74,53,,588,250,,,270,,0,31.1,,,40.3,,,,,,,,,,,,,,1
USW00012839,2/5/1995,Florida,Miami Dade,0,10,6.71,,,,,1755,,,,,,1311,0,,,0,0,,,67,50,,627,240,,,315,,0,10.1,,,19.5,,,,,,,,,,,,,,
USW00012839,2/6/1995,Florida,Miami Dade,0,10,5.37,,,,,1250,,,,,,1434,0,,,0,0,,,64,50,,617,320,,,315,,0,8.9,,,18.3,,,,,,,,,,,,,,
USW00012839,2/7/1995,Florida,Miami Dade,20,30,3.13,,,,,1550,,,,,,1550,0,,,0,0,,,73,47,,625,180,,,180,,0,6.9,,,6.9,,,,,,,,,,,,,,
USW00012839,2/8/1995,Florida,Miami Dade,40,50,11.41,,,,,1650,,,,,,1557,0.01,,,0,0,,,67,46,,536,320,,,315,,0,17.9,,,30,,,,,,,,,,,,,,1
USW00012839,2/9/1995,Florida,Miami Dade,0,0,6.04,,,,,2350,,,,,,53,0,,,0,0,,,65,39,,632,330,,,360,,0,14.1,,,20.8,,,,,,,,,,,,,,
USW00012839,2/10/1995,Florida,Miami Dade,10,10,4.92,,,,,1552,,,,,,1658,0,,,0,0,,,73,54,,586,150,,,180,,0,10.1,,,19.5,,,,,,,,,,,,,,
USW00012839,2/11/1995,Florida,Miami Dade,40,60,7.16,,,,,954,,,,,,1206,0,,,0,0,,,82,63,,551,180,,,180,,0,14.1,,,24.2,,,,,,,,,,,,,,
USW00012839,2/12/1995,Florida,Miami Dade,50,60,9.4,,,,,1555,,,,,,1545,0,,,0,0,,,86,72,,521,230,,,225,,0,16.1,,,27.5,1,,,,,,,1,,,,,,
USW00012839,2/13/1995,Florida,Miami Dade,80,80,3.8,,,,,1448,,,,,,1449,0.74,,,0,0,,,83,68,,368,160,,,135,,0,30,,,60.8,1,,1,,,,,1,,,,,,1
USW00012839,2/14/1995,Florida,Miami Dade,50,60,5.37,,,,,1753,,,,,,1743,0,,,0,0,,,81,67,,536,110,,,90,,0,8.9,,,18.3,1,,,,,,,,,,,,,
USW00012839,2/15/1995,Florida,Miami Dade,50,60,7.83,,,,,1250,,,,,,1159,0,,,0,0,,,81,72,,530,100,,,135,,0,13,,,20.8,,,,,,,,,,,,,,
USW00012839,2/16/1995,Florida,Miami Dade,50,60,6.93,,,,,950,,,,,,1322,0,,,0,0,,,80,69,,537,120,,,135,,0,14.1,,,18.3,,,,,,,,,,,,,,
USW00012839,2/17/1995,Florida,Miami Dade,60,70,6.04,,,,,1454,,,,,,1558,0,,,0,0,,,83,71,,542,140,,,135,,0,12.1,,,15,,,,,,,,,,,,,,
USW00012839,2/18/1995,Florida,Miami Dade,50,70,8.05,,,,,855,,,,,,852,0,,,0,0,,,83,73,,593,130,,,135,,0,15,,,21.9,,,,,,,,,,,,,,
USW00012839,2/19/1995,Florida,Miami Dade,50,60,6.71,,,,,1450,,,,,,1530,0,,,0,0,,,83,72,,554,140,,,135,,0,14.1,,,20.8,,,,,,,,,,,,,,
USW00012839,2/20/1995,Florida,Miami Dade,60,90,6.49,,,,,1516,,,,,,1518,0.48,,,0,0,,,79,61,,413,290,,,360,,0,23.9,,,34.4,1,,,,,,,,,,,,,1
USW00012839,2/21/1995,Florida,Miami Dade,10,10,11.18,,,,,1650,,,,,,1412,0,,,0,0,,,76,58,,585,280,,,270,,0,17,,,24.2,,,,,,,,,,,,,,
USW00012839,2/22/1995,Florida,Miami Dade,10,10,5.59,,,,,2350,,,,,,1348,0,,,0,0,,,73,53,,648,330,,,45,,0,8.9,,,16.1,,,,,,,,,,,,,,
USW00012839,2/23/1995,Florida,Miami Dade,60,80,4.92,,,,,1450,,,,,,1331,0,,,0,0,,,75,57,,590,110,,,135,,0,8.1,,,15,,,,,,,,,,,,,,
USW00012839,2/24/1995,Florida,Miami Dade,30,30,4.7,,,,,1853,,,,,,1630,0,,,0,0,,,79,61,,580,70,,,90,,0,8.1,,,13.9,,,,,,,,,,,,,,
USW00012839,2/25/1995,Florida,Miami Dade,10,20,5.59,,,,,1750,,,,,,1652,0,,,0,0,,,78,60,,560,90,,,90,,0,8.1,,,17.2,,,,,,,,,,,,,,
USW00012839,2/26/1995,Florida,Miami Dade,50,80,4.7,,,,,950,,,,,,1209,0.09,,,0,0,,,75,63,,425,130,,,135,,0,12.1,,,23,1,,,,,,,,,,,,,1
USW00012839,2/27/1995,Florida,Miami Dade,50,80,5.37,,,,,1250,,,,,,1237,0,,,0,0,,,78,64,,580,120,,,135,,0,10.1,,,20.8,,,,,,,,,,,,,,
USW00012839,2/28/1995,Florida,Miami Dade,60,70,7.61,,,,,1450,,,,,,1041,0,,,0,0,,,79,69,,569,140,,,135,,0,17,,,27.5,,,,,,,,,,,,,,
USW00012839,3/1/1995,Florida,Miami Dade,70,80,5.14,,,,,1650,,,,,,1856,0,,,0,0,,,86,69,,551,250,,,225,,0,8.9,,,19.5,,,,,,,,,,,,,,
USW00012839,3/2/1995,Florida,Miami Dade,70,60,6.71,,,,,744,,,,,,1144,0,,,0,0,,,77,65,,538,330,,,315,,0,12.1,,,18.3,1,,,,,,,,,,,,,
USW00012839,3/3/1995,Florida,Miami Dade,50,40,5.82,,,,,1254,,,,,,1104,0,,,0,0,,,81,60,,621,40,,,360,,0,8.9,,,23,1,,,,,,,1,,,,,,
USW00012839,3/4/1995,Florida,Miami Dade,30,40,5.37,,,,,1652,,,,,,1852,0,,,0,0,,,81,64,,581,60,,,45,,0,13,,,16.1,,,,,,,,,,,,,,
USW00012839,3/5/1995,Florida,Miami Dade,40,60,7.61,,,,,1450,,,,,,1447,0,,,0,0,,,80,67,,595,60,,,45,,0,16.1,,,24.2,,,,,,,,,,,,,,
USW00012839,3/6/1995,Florida,Miami Dade,50,70,6.93,,,,,2052,,,,,,1205,0,,,0,0,,,82,71,,550,100,,,90,,0,12.1,,,19.5,,,,,,,,,,,,,,1
USW00012839,3/7/1995,Florida,Miami Dade,60,70,9.84,,,,,1054,,,,,,1128,0,,,0,0,,,82,71,,570,130,,,135,,0,17.9,,,26.4,,,,,,,,,,,,,,
USW00012839,3/8/1995,Florida,Miami Dade,90,90,7.83,,,,,1215,,,,,,1215,2.53,,,0,0,,,81,66,,239,160,,,180,,0,28,,,36.7,,,1,,,,,,,,,,,1
USW00012839,3/9/1995,Florida,Miami Dade,80,100,6.04,,,,,1450,,,,,,2114,0,,,0,0,,,70,57,,453,350,,,360,,0,12.1,,,21.9,1,,,,,,,,,,,,1,1
USW00012839,3/10/1995,Florida,Miami Dade,70,80,11.63,,,,,1950,,,,,,1950,0,,,0,0,,,74,55,,564,30,,,45,,0,17.9,,,18.3,,,,,,,,,,,,,,
USW00012839,3/11/1995,Florida,Miami Dade,80,90,11.63,,,,,1550,,,,,,1428,0,,,0,0,,,75,67,,469,50,,,45,,0,17.9,,,27.5,,,,,,,,,,,,,,1
USW00012839,3/12/1995,Florida,Miami Dade,80,90,9.84,,,,,1717,,,,,,1404,1.04,,,0,0,,,75,64,,329,50,,,90,,0,16.1,,,26.4,,,,,,,,,,,,,,1
USW00012839,3/13/1995,Florida,Miami Dade,70,80,7.16,,,,,1450,,,,,,1410,0.31,,,0,0,,,77,65,,527,90,,,90,,0,14.1,,,32.2,,,,,,,,,,,,,,1
USW00012839,3/14/1995,Florida,Miami Dade,50,50,7.38,,,,,51,,,,,,42,0.45,,,0,0,,,78,67,,639,90,,,90,,0,14.1,,,33.3,,,,,,,,,,,,,,1
USW00012839,3/15/1995,Florida,Miami Dade,60,50,6.71,,,,,955,,,,,,255,0.17,,,0,0,,,77,66,,575,120,,,180,,0,12.1,,,27.5,,,,,,,,,,,,,,1
USW00012839,3/16/1995,Florida,Miami Dade,70,70,6.26,,,,,954,,,,,,1437,0,,,0,0,,,79,68,,578,110,,,135,,0,12.1,,,20.8,,,,,,,,,,,,,,
USW00012839,3/17/1995,Florida,Miami Dade,70,80,6.93,,,,,1151,,,,,,1331,0.05,,,0,0,,,78,69,,527,150,,,180,,0,14.1,,,26.4,,,,,,,,,,,,,,1
USW00012839,3/18/1995,Florida,Miami Dade,50,60,6.49,,,,,1451,,,,,,1443,0.05,,,0,0,,,81,65,,282,260,,,270,,0,17,,,30,,,1,,,,,,,,,,,1
USW00012839,3/19/1995,Florida,Miami Dade,30,30,6.93,,,,,1652,,,,,,1350,0,,,0,0,,,81,64,,244,330,,,315,,0,14.1,,,20.8,,,,,,,,,,,,,,
USW00012839,3/20/1995,Florida,Miami Dade,20,30,4.92,,,,,1650,,,,,,1533,0,,,0,0,,,80,62,,315,40,,,45,,0,8.1,,,17.2,1,,,,,,,,,,,,,
USW00012839,3/21/1995,Florida,Miami Dade,10,20,3.8,,,,,1155,,,,,,1734,0,,,0,0,,,83,64,,170,300,,,180,,0,8.1,,,15,,,,,,,,,,,,,,
USW00012839,3/22/1995,Florida,Miami Dade,10,0,3.8,,,,,1650,,,,,,1358,0,,,0,0,,,83,63,,642,270,,,270,,0,13,,,17.2,,,,,,,,,,,,,,
USW00012839,3/23/1995,Florida,Miami Dade,0,10,6.49,,,,,1750,,,,,,1442,0,,,0,0,,,84,66,,621,270,,,270,,0,10.1,,,24.2,,,,,,,,,,,,,,
USW00012839,3/24/1995,Florida,Miami Dade,20,40,6.71,,,,,1650,,,,,,1131,0,,,0,0,,,85,68,,660,250,,,270,,0,10.1,,,23,1,,,,,,,1,,,,,,
USW00012839,3/25/1995,Florida,Miami Dade,60,70,6.93,,,,,1352,,,,,,2057,0,,,0,0,,,82,69,,487,50,,,45,,0,13,,,23,1,,,,,,,1,,,,,,
USW00012839,3/26/1995,Florida,Miami Dade,50,60,6.26,,,,,950,,,,,,1020,0,,,0,0,,,78,69,,629,70,,,90,,0,8.9,,,18.3,,,,,,,,1,,,,,,
USW00012839,3/27/1995,Florida,Miami Dade,20,30,5.14,,,,,850,,,,,,1108,0,,,0,0,,,80,68,,570,140,,,135,,0,10.1,,,13.9,,,,,,,,,,,,,,
USW00012839,3/28/1995,Florida,Miami Dade,30,30,3.8,,,,,1550,,,,,,1512,0,,,0,0,,,87,68,,358,140,,,180,,0,8.9,,,18.3,,,,,,,,,,,,,,
USW00012839,3/29/1995,Florida,Miami Dade,60,60,4.92,,,,,1354,,,,,,415,0,,,0,0,,,89,71,,581,150,,,315,,0,8.9,,,13.9,1,,,,,,,1,,,,,,
USW00012839,3/30/1995,Florida,Miami Dade,50,60,4.7,,,,,1154,,,,,,1346,0,,,0,0,,,88,74,,578,180,,,180,,0,10.1,,,21.9,,,,,,,,1,,,,,,
USW00012839,3/31/1995,Florida,Miami Dade,40,60,4.03,,,,,1650,,,,,,1207,0,,,0,0,,,87,73,,577,160,,,180,,0,10.1,,,18.3,,,,,,,,1,,,,,,
USW00012839,4/1/1995,Florida,Miami Dade,80,90,2.24,,,,,1651,,,,,,1457,0.01,,,0,0,,,87,72,,532,340,,,270,,0,13,,,16.1,1,,,,,,,1,,,,,,1
USW00012839,4/2/1995,Florida,Miami Dade,60,70,7.83,,,,,1050,,,,,,1050,0.02,,,0,0,,,82,64,,592,350,,,360,,0,15,,,15,1,,,,,,,,,,,,,1
USW00012839,4/3/1995,Florida,Miami Dade,30,40,9.62,,,,,1451,,,,,,1150,0,,,0,0,,,78,60,,513,90,,,90,,0,17,,,23,,,,,,,,,,,,,,
USW00012839,4/4/1995,Florida,Miami Dade,40,60,10.51,,,,,1054,,,,,,1054,0,,,0,0,,,80,70,,565,130,,,135,,0,16.1,,,23,,,,,,,,,,,,,,
USW00012839,4/5/1995,Florida,Miami Dade,80,90,11.18,,,,,1152,,,,,,1650,0,,,0,0,,,83,69,,514,150,,,135,,0,17.9,,,24.2,,,,,,,,,,,,,,1
USW00012839,4/6/1995,Florida,Miami Dade,90,90,7.61,,,,,1350,,,,,,1244,1.12,,,0,0,,,80,64,,341,310,,,315,,0,16.1,,,23,,,1,,,,,,,,,,,1
USW00012839,4/7/1995,Florida,Miami Dade,50,60,4.92,,,,,1750,,,,,,1750,0,,,0,0,,,85,68,,461,80,,,90,,0,13,,,12.8,,,,,,,,,,,,,,
USW00012839,4/8/1995,Florida,Miami Dade,50,60,5.37,,,,,1300,,,,,,1300,0.72,,,0,0,,,84,71,,580,210,,,225,,0,21.9,,,25.3,,,1,,,,,,,,,,,1
USW00012839,4/9/1995,Florida,Miami Dade,20,40,5.59,,,,,1650,,,,,,1650,0,,,0,0,,,86,68,,641,110,,,90,,0,12.1,,,11.4,1,,,,,,,,,,,,,
USW00012839,4/10/1995,Florida,Miami Dade,40,70,8.28,,,,,2251,,,,,,1650,0,,,0,0,,,86,68,,513,90,,,90,,0,15,,,20.8,,,,,,,,,,,,,,
USW00012839,4/11/1995,Florida,Miami Dade,60,60,16.78,,,,,1055,,,,,,1550,0,,,0,0,,,85,75,,279,130,,,90,,0,21,,,25.3,,,,,,,,,,,,,,1
USW00012839,4/12/1995,Florida,Miami Dade,60,60,13.87,,,,,2250,,,,,,1051,0.02,,,0,0,,,82,74,,679,110,,,90,,0,21,,,24.2,,,,,,,,,,,,,,1
USW00012839,4/13/1995,Florida,Miami Dade,30,40,6.93,,,,,1651,,,,,,1651,0,,,0,0,,,89,71,,668,170,,,180,,0,15,,,15,,,,,,,,,,,,,,
USW00012839,4/14/1995,Florida,Miami Dade,10,0,7.16,,,,,350,,,,,,350,0,,,0,0,,,86,65,,701,310,,,315,,0,12.1,,,11.4,,,,,,,,,,,,,,
USW00012839,4/15/1995,Florida,Miami Dade,20,40,7.61,,,,,1752,,,,,,1752,0,,,0,0,,,83,67,,675,60,,,45,,0,14.1,,,13.9,,,,,,,,,,,,,,
USW00012839,4/16/1995,Florida,Miami Dade,50,60,9.17,,,,,1050,,,,,,950,0,,,0,0,,,82,71,,666,120,,,135,,0,15,,,20.8,,,,,,,,,,,,,,
USW00012839,4/17/1995,Florida,Miami Dade,50,60,6.71,,,,,1751,,,,,,1453,0,,,0,0,,,84,72,,637,150,,,135,,0,10.1,,,19.5,,,,,,,,,,,,,,
USW00012839,4/18/1995,Florida,Miami Dade,10,20,7.38,,,,,1350,,,,,,1055,0,,,0,0,,,86,69,,688,110,,,135,,0,12.1,,,20.8,,,,,,,,,,,,,,
USW00012839,4/19/1995,Florida,Miami Dade,10,0,8.72,,,,,1950,,,,,,854,0,,,0,0,,,88,74,,704,110,,,180,,0,14.1,,,18.3,,,,,,,,,,,,,,
USW00012839,4/20/1995,Florida,Miami Dade,30,30,10.96,,,,,1054,,,,,,1350,0,,,0,0,,,88,74,,721,130,,,135,,0,16.1,,,19.5,,,,,,,,,,,,,,
USW00012839,4/21/1995,Florida,Miami Dade,30,50,10.96,,,,,955,,,,,,1254,0,,,0,0,,,86,74,,502,120,,,135,,0,15,,,20.8,,,,,,,,,,,,,,
USW00012839,4/22/1995,Florida,Miami Dade,10,10,9.17,,,,,1454,,,,,,1153,0,,,0,0,,,86,75,,713,120,,,135,,0,13,,,19.5,,,,,,,,,,,,,,
USW00012839,4/23/1995,Florida,Miami Dade,20,40,9.84,,,,,1050,,,,,,1050,0,,,0,0,,,85,75,,707,120,,,135,,0,16.1,,,23,,,,,,,,,,,,,,
USW00012839,4/24/1995,Florida,Miami Dade,40,60,8.05,,,,,1650,,,,,,1650,0.11,,,0,0,,,90,74,,676,270,,,270,,0,16.1,,,16.1,,,,,,,,,,,,,,1
USW00012839,4/25/1995,Florida,Miami Dade,60,70,6.71,,,,,1711,,,,,,1730,0.6,,,0,0,,,91,73,,591,50,,,45,,0,15,,,20.8,1,,,,,,,,,,,,,1
USW00012839,4/26/1995,Florida,Miami Dade,90,100,3.8,,,,,1325,,,,,,1325,0,,,0,0,,,83,73,,579,250,,,270,,0,10.1,,,10.3,1,,,,,,,,,,,,,1
USW00012839,4/27/1995,Florida,Miami Dade,80,90,4.47,,,,,1550,,,,,,1314,0.53,,,0,0,,,87,71,,486,210,,,270,,0,12.1,,,23,,,,,,,,,,,,,,1
USW00012839,4/28/1995,Florida,Miami Dade,100,100,3.8,,,,,1750,,,,,,1750,0.26,,,0,0,,,79,72,,378,90,,,90,,0,12.1,,,11.4,1,,,,,,,,,,,,,1
USW00012839,4/29/1995,Florida,Miami Dade,90,100,5.82,,,,,50,,,,,,50,0.34,,,0,0,,,78,70,,555,190,,,180,,0,13,,,12.8,,,,,,,,,,,,,,1
USW00012839,4/30/1995,Florida,Miami Dade,70,90,4.03,,,,,1150,,,,,,1353,0,,,0,0,,,83,71,,584,130,,,180,,0,12.1,,,18.3,,,1,,,,,,,,,,,1
USW00012839,5/1/1995,Florida,Miami Dade,60,80,4.92,,,,,1350,,,,,,1350,0,,,0,0,,,86,68,,729,110,,,90,,0,13,,,12.8,1,,,,,,,,,,,,,
USW00012839,5/2/1995,Florida,Miami Dade,60,80,6.26,,,,,1550,,,,,,1550,0,,,0,0,,,87,74,,610,160,,,180,,0,13,,,19.5,,,,,,,,,,,,,,
USW00012839,5/3/1995,Florida,Miami Dade,50,70,5.59,,,,,1952,,,,,,1415,0,,,0,0,,,89,76,,603,90,,,135,,0,10.1,,,15,,,,,,,,,,,,,,
USW00012839,5/4/1995,Florida,Miami Dade,80,90,8.72,,,,,1255,,,,,,2058,0.7,,,0,0,,,88,72,,458,120,,,315,,0,15,,,23,,,1,,,,,,,,,,,1
USW00012839,5/5/1995,Florida,Miami Dade,70,90,5.59,,,,,1352,,,,,,553,0.03,,,0,0,,,87,71,,414,290,,,180,,0,12.1,,,19.5,,,1,,,,,,,,,,,1
